date,btc_in_trust,net_assets_usd,implied_btc_px,nav_usd,closing_price_usd,premium_discount_pct,shares_outstanding,share_delta,btc_delta,management_fee_pct,est_fee_drain_btc,w_shares,flow_method_agreement,flow_btc_final,flow_usd_final,cumulative_flow_usd,btc_inventory,cost_basis_usd,avg_buy_price_ex_fee,effective_cost_per_current_btc,confidence_score_0_1,observed_annual_fee_drag_pct,estimated_annual_fee_pct,fee_model_error_pct,obs_ts_utc
2024-04-16,272182.22383978515,17108844523.2,62858.05252760775,35.807544,35.807544,0.0,477800000.0,2040000.0,1160.2444441938424,0.25,1.8563149273670638,1.0,0.9999999945294841,1162.100746406628,73047389.76,1365988606.84,272209.20330174116,18835585098.04062,69195.25449388118,69202.1133206988,0.9999999874003085,0.24999829153055098,0.25,-1.7084694490243635e-06,backfill
2024-04-17,272590.5099861117,16648185491.84,61073.97316469307,34.790992,34.790992,0.0,478520000.0,720000.0,408.28614632657263,0.25,1.864261807121816,1.0,0.9999999844339268,410.15039536483204,25049514.240000002,1391038121.08,272619.353697106,18860634612.28062,69183.03618764992,69190.35667544536,0.9999999640558805,0.24999828667182644,0.25,-1.7133281735581818e-06,backfill
2024-04-18,272884.8606417095,17284777327.68,63340.91707042902,36.082117,36.082117,0.0,479040000.0,520000.0,294.35065559780924,0.25,1.8670582875761077,1.0,0.999999978414455,296.21770109734405,18762700.84,1409800821.9199998,272915.5713982034,18879397313.12062,69176.69525559693,69184.48047548068,0.9999999500794143,0.2499982882198104,0.25,-1.711780189594947e-06,backfill
2024-04-19,273179.20725234627,17549348577.28,64241.1578604115,36.594688,36.594688,0.0,479560000.0,520000.0,294.3466106367414,0.25,1.8690743879569145,1.0,0.9999999783911061,296.21567222291196,19029237.759999998,1428830059.6799998,273211.7870704263,18898426550.88062,69171.34415584031,69179.59364829479,0.9999999500251159,0.24999828333271967,0.25,-1.7166672803270444e-06,backfill
2024-04-22,273629.30111275445,18155516032.2,66350.7744176853,37.795645,37.795645,0.0,480360000.0,800000.0,450.0938604081748,0.25,5.613271381897526,1.0,0.9999999156329213,455.70705489671997,30236516.0,1459066575.6799998,273667.494125323,18928663066.88062,69166.64738491904,69176.30162378219,0.9999998038513934,0.24999657618736867,0.25,-3.42381263132574e-06,backfill
2024-04-23,273923.6345091599,18236571411.28,66575.38493879857,37.923331,37.923331,0.0,480880000.0,520000.0,294.3333964054473,0.25,1.8741732952928387,1.0,0.9999999783314646,296.20755686397194,19720132.119999997,1478786707.7999997,273963.701682187,18948383199.000618,69163.84573085447,69173.96241822642,0.9999999498864198,0.24999828933014445,0.25,-1.7106698555480193e-06,backfill
2024-04-24,274491.38434823113,17620764769.16,64194.23622712325,36.566707,36.566707,0.0,481880000.0,1000000.0,567.7498390712426,0.25,1.8761892774599993,1.0,0.9999999887201408,569.6260154981,36566707.0,1515353414.7999997,274533.3276976851,18984949906.000618,69153.53434577081,69164.10127436103,0.9999999739817732,0.24999828438632132,0.25,-1.7156136786766751e-06,backfill
2024-04-25,274489.50428313325,17738200852.68,64622.51042715962,36.810411,36.810411,0.0,481880000.0,0.0,-1.8800650978810154,0.25,1.8800779749878844,1.0,7.765718901264762e-08,0.0,0.0,1515353414.7999997,274533.3276976851,18984949906.000618,69153.53434577081,69164.5750010821,0.6999931740093934,0.2499982922559152,0.25,-1.7077440848112246e-06,backfill
2024-04-26,274487.62423091254,17534630164.8,63881.314190148856,36.38796,36.38796,0.0,481880000.0,0.0,-1.8800522207166068,0.25,1.8800650978296798,1.0,7.765715159813169e-08,0.0,0.0,1515353414.7999997,274533.3276976851,18984949906.000618,69153.53434577081,69165.04873104785,0.6999931739591692,0.24999828729993512,0.25,-1.7127000648820001e-06,backfill
2024-04-29,274481.98415151186,17206583608.480003,62687.478967599454,35.707196,35.707196,0.0,481880000.0,0.0,-5.640079400676768,0.25,5.640156662279025,1.0,1.2943039640056497e-08,0.0,0.0,1515353414.7999997,274533.3276976851,18984949906.000618,69153.53434577081,69166.46994041356,0.6999863052101154,0.2499965757105464,0.25,-3.4242894536018476e-06,backfill
