date,nav_usd,shares_outstanding,btc_per_share,btc_in_trust,net_assets_usd,closing_price_usd,premium_discount_pct,basket_usd,basket_btc,management_fee_pct,obs_ts_utc
2025-02-14,55.644907,1032240000.0,0.0005684723311093,586799.8790643073,57438898801.68001,55.644907,0.0,,,0.25,backfill
2025-02-18,53.469801,1032640000.0,0.0005684567567916,587011.185333291,55215055304.64,53.469801,0.0,,,0.25,backfill
2025-02-19,54.751589,1033920000.0,0.0005684528632788,587734.784401269,56608762898.880005,54.751589,0.0,,,0.25,backfill
2025-02-20,56.023084,1033920000.0,0.0005684489697927,587730.7588481263,57923387009.28,56.023084,0.0,,,0.25,backfill
2025-02-21,54.102615,1031920000.0,0.0005684450763333,586589.8431698891,55829570470.8,54.102615,0.0,,,0.25,backfill
2025-02-24,53.578301,1032320000.0,0.000568433396115,586805.1634774903,55309951688.32001,53.578301,0.0,,,0.25,backfill
2025-02-25,50.112655,1029360000.0,0.0005684295027622,585118.592963394,51583962550.8,50.112655,0.0,,,0.25,backfill
2025-02-26,47.506431,1026080000.0,0.0005684256094362,583250.1493302973,48745398720.48,47.506431,0.0,,,0.25,backfill
2025-02-27,47.254901,1017280000.0,0.0005684217161367,578244.0433916191,48071465689.28,47.254901,0.0,,,0.25,backfill
2025-02-28,47.765643,1013280000.0,0.000568417822864,575966.4115516504,48399970739.03999,47.765643,0.0,,,0.25,backfill
2025-03-03,48.732324,1008160000.0,0.0005684061432057,573044.3373342928,49129979763.84,48.732324,0.0,,,0.25,backfill
2025-03-04,50.039067,1006560000.0,0.0005684022500396,572130.9687998979,50367323279.52,50.039067,0.0,,,0.25,backfill
2025-03-05,51.22279,1006560000.0,0.0005683983569002,572127.0501214724,51558811502.4,51.22279,0.0,,,0.25,backfill
2025-03-06,50.578628,1007320000.0,0.0005683944637874,572555.1112623655,50948863556.96,50.578628,0.0,,,0.25,backfill
2025-03-07,49.813118,1006320000.0,0.0005683905707013,571982.7991081732,50127936905.76,49.813118,0.0,,,0.25,backfill
2025-03-10,44.620728,1005520000.0,0.000568378891603,571516.3430846755,44867034418.56,44.620728,0.0,,,0.25,backfill
2025-03-11,47.269732,1003520000.0,0.0005683749986235,570375.6786187391,47436121456.64,47.269732,0.0,,,0.25,backfill
2025-03-12,47.052997,1000320000.0,0.0005683711056708,568552.9844246203,47068053959.03999,47.052997,0.0,,,0.25,backfill
2025-03-13,45.746736,999320000.0,0.0005683672127446,567980.7230400245,45715628219.52,45.746736,0.0,,,0.25,backfill
2025-03-14,48.117677,1000320000.0,0.0005683633198452,568545.1961075905,48133074656.64,48.117677,0.0,,,0.25,backfill
2025-03-17,48.026928,998320000.0,0.0005683516413068,567396.8105494719,47946242760.96,48.026928,0.0,,,0.25,backfill
2025-03-18,46.606309,999200000.0,0.000568347748514,567893.0703152581,46569023952.8,46.606309,0.0,,,0.25,backfill
2025-03-19,48.542543,1003880000.0,0.0005683438557479,570549.0299082362,48730888066.84,48.542543,0.0,,,0.25,backfill
2025-03-20,47.81703,1003880000.0,0.0005683399630084,570545.1220649342,48002560076.4,47.81703,0.0,,,0.25,backfill
2025-03-21,47.722296,1007480000.0,0.0005683360702956,572587.2241014629,48079258774.08,47.722296,0.0,,,0.25,backfill
2025-03-24,50.187077,1009680000.0,0.0005683243923171,573825.7724348238,50672887905.36,50.187077,0.0,,,0.25,backfill
2025-03-25,50.038939,1010040000.0,0.000568320499711,574026.4375281297,50541329947.56,50.038939,0.0,,,0.25,backfill
2025-03-26,49.038896,1010880000.0,0.0005683166071315,574499.8918171212,49572439188.48,49.038896,0.0,,,0.25,backfill
2025-03-27,49.594359,1013080000.0,0.0005683127145786,575746.2448853798,50243053215.71999,49.594359,0.0,,,0.25,backfill
2025-03-28,47.559624,1013160000.0,0.0005683088220525,575787.7661507232,48185508651.84,47.559624,0.0,,,0.25,backfill
2025-03-31,47.155254,1013160000.0,0.0005682971446339,575775.9350573246,47775817142.64,47.155254,0.0,,,0.25,backfill
2025-04-01,48.318647,1013480000.0,0.0005682932522144,575953.8452542564,48969982361.56,48.318647,0.0,,,0.25,backfill
2025-04-02,49.096775,1013480000.0,0.0005682893598215,575949.900391925,49758599527.0,49.096775,0.0,,,0.25,backfill
2025-04-03,46.610172,1011120000.0,0.0005682854674553,574604.8018534185,47128477112.64,46.610172,0.0,,,0.25,backfill
2025-04-04,47.792798,1012520000.0,0.0005682815751157,575396.4604362091,48391163830.95999,47.792798,0.0,,,0.25,backfill
2025-04-07,44.543066,1012520000.0,0.000568269898257,575384.6373832286,45100745186.32,44.543066,0.0,,,0.25,backfill
2025-04-08,43.603782,1012520000.0,0.0005682660060241,575380.6964195545,44149701350.64,43.603782,0.0,,,0.25,backfill
2025-04-09,46.725147,1006720000.0,0.0005682621138178,572080.8352227295,47039139987.84,46.725147,0.0,,,0.25,backfill
2025-04-10,45.187752,1004800000.0,0.0005682582216382,570985.8611021369,45404653209.600006,45.187752,0.0,,,0.25,backfill
2025-04-11,47.608625,1004800000.0,0.0005682543294853,570981.9502668611,47837146400.0,47.608625,0.0,,,0.25,backfill
2025-04-14,48.313074,1004800000.0,0.0005682426531864,570970.2179217512,48544976755.19999,48.313074,0.0,,,0.25,backfill
2025-04-15,47.769428,1005560000.0,0.0005682387611401,571398.1686520863,48035026019.68,47.769428,0.0,,,0.25,backfill
2025-04-16,47.78166,1006360000.0,0.0005682348691204,571848.8428881019,48085551357.600006,47.78166,0.0,,,0.25,backfill
2025-04-17,48.189744,1007000000.0,0.0005682309771275,572208.5939673942,48527072208.0,48.189744,0.0,,,0.25,backfill
2025-04-21,49.54651,1008680000.0,0.000568215409422,573147.5191758806,49976573706.8,49.54651,0.0,,,0.25,backfill
2025-04-22,52.013375,1009520000.0,0.0005682115175623,573620.8912095815,52508542330.00001,52.013375,0.0,,,0.25,backfill
2025-04-23,53.06645,1013240000.0,0.0005682076257293,575730.694693991,53769049798.00001,53.06645,0.0,,,0.25,backfill
2025-04-24,53.137021,1025360000.0,0.0005682037339229,582613.3806152237,54484575852.560005,53.137021,0.0,,,0.25,backfill
2025-04-25,54.087318,1031520000.0,0.0005681998421431,586109.5011675509,55792150263.36,54.087318,0.0,,,0.25,backfill
2025-04-28,53.82053,1035960000.0,0.0005681881669639,588620.2134479318,55755916258.8,53.82053,0.0,,,0.25,backfill
2025-04-29,54.183309,1054000000.0,0.0005681842752907,598866.2261564939,57109207686.00001,54.183309,0.0,,,0.25,backfill
2025-04-30,53.404402,1058000000.0,0.0005681803836443,601134.8458956989,56501857316.0,53.404402,0.0,,,0.25,backfill
2025-05-01,54.903308,1063000000.0,0.0005681764920245,603971.6110220641,58362216404.0,54.903308,0.0,,,0.25,backfill
2025-05-02,55.139593,1069400000.0,0.0005681726004313,607603.7789013026,58966280754.200005,55.139593,0.0,,,0.25,backfill
2025-05-05,53.762825,1081640000.0,0.0005681609258118,614545.5837951096,58152022033.0,53.762825,0.0,,,0.25,backfill
2025-05-06,54.010113,1091520000.0,0.0005681570343252,620154.7661067463,58953118541.76,54.010113,0.0,,,0.25,backfill
2025-05-07,54.687427,1092200000.0,0.0005681531428654,620536.8626376037,59729607769.4,54.687427,0.0,,,0.25,backfill
2025-05-08,57.501288,1092880000.0,0.0005681492514321,620918.9539052049,62842007629.44,57.501288,0.0,,,0.25,backfill
2025-05-09,58.586292,1094080000.0,0.0005681453600256,621596.4754968173,64098090351.35999,58.586292,0.0,,,0.25,backfill
2025-05-12,57.839712,1100160000.0,0.0005681336859658,625037.9559521353,63632937553.92,57.839712,0.0,,,0.25,backfill
2025-05-13,59.417752,1101360000.0,0.0005681297946658,625715.4306531665,65440335342.71999,59.417752,0.0,,,0.25,backfill
2025-05-14,58.811341,1101360000.0,0.0005681259033925,625711.1449603927,64772458523.76,58.811341,0.0,,,0.25,backfill
2025-05-15,58.53228,1105320000.0,0.0005681220121458,627956.6224650706,64696899729.600006,58.53228,0.0,,,0.25,backfill
2025-05-16,58.969287,1112320000.0,0.0005681181209258,631929.1482682542,65592717315.84,58.969287,0.0,,,0.25,backfill
2025-05-19,59.749684,1114520000.0,0.0005681064474257,633165.9977849512,66592217811.68001,59.749684,0.0,,,0.25,backfill
2025-05-20,60.388999,1119640000.0,0.0005681025563123,636070.3461495646,67613938840.36,60.388999,0.0,,,0.25,backfill
2025-05-21,61.132434,1124400000.0,0.0005680986652256,638770.139179672,68737308789.6,61.132434,0.0,,,0.25,backfill
2025-05-22,63.379844,1133080000.0,0.0005680947741655,643696.8267114555,71814433639.52,63.379844,0.0,,,0.25,backfill
2025-05-23,61.89184,1146920000.0,0.000568090883132,651554.7956818262,70984989132.8,61.89184,0.0,,,0.25,backfill
2025-05-27,62.386782,1153880000.0,0.0005680753192647,655490.7493932496,71986860014.16,62.386782,0.0,,,0.25,backfill
2025-05-28,61.035339,1160440000.0,0.0005680714283645,659212.808331405,70827848789.16,61.035339,0.0,,,0.25,backfill
2025-05-29,60.139654,1168320000.0,0.000568067537491,663684.6654015386,70262360561.28,60.139654,0.0,,,0.25,backfill
2025-05-30,59.504696,1170400000.0,0.0005680636466441,664861.6920323145,69644296198.40001,59.504696,0.0,,,0.25,backfill
2025-06-02,59.289372,1163160000.0,0.0005680519742633,660735.3343841729,68963025935.52,59.289372,0.0,,,0.25,backfill
2025-06-03,60.380852,1160960000.0,0.000568048083523,659481.103046937,70099753937.92,60.380852,0.0,,,0.25,backfill
2025-06-04,59.654533,1161920000.0,0.0005680441928094,660021.9085091156,69313794983.36,59.654533,0.0,,,0.25,backfill
2025-06-05,58.111379,1166680000.0,0.0005680403021224,662721.2596801784,67797383651.72,58.111379,0.0,,,0.25,backfill
2025-06-06,59.31339,1166680000.0,0.000568036411462,662716.7205245584,69199745845.2,59.31339,0.0,,,0.25,backfill
2025-06-09,61.699354,1164480000.0,0.0005680247396408,661453.4488170269,71847663745.92,61.699354,0.0,,,0.25,backfill
2025-06-10,62.35977,1166440000.0,0.0005680208490871,662562.2392091943,72738930118.8,62.35977,0.0,,,0.25,backfill
2025-06-11,61.799008,1171840000.0,0.00056801695856,665624.9927189724,72418549534.72,61.799008,0.0,,,0.25,backfill
2025-06-12,61.087108,1173960000.0,0.0005680130680595,666824.6213791922,71713821307.68,61.087108,0.0,,,0.25,backfill
2025-06-13,59.748457,1178680000.0,0.0005680091775857,669501.0574367522,70424311296.76,59.748457,0.0,,,0.25,backfill
2025-06-16,61.712564,1182680000.0,0.0005679975063241,671759.290779454,72986215191.52,61.712564,0.0,,,0.25,backfill
2025-06-17,59.626142,1187000000.0,0.0005679936159569,674208.4221408692,70776230554.0,59.626142,0.0,,,0.25,backfill
2025-06-18,59.095269,1197720000.0,0.0005679897256163,680292.6541652004,70779585586.68001,59.095269,0.0,,,0.25,backfill
2025-06-20,58.639513,1202440000.0,0.0005679819450151,682964.2099639605,70510496011.72,58.639513,0.0,,,0.25,backfill
2025-06-23,58.49365,1203240000.0,0.000567970274313,683404.5528644851,70381899426.0,58.49365,0.0,,,0.25,backfill
2025-06-24,59.934394,1206960000.0,0.0005679663841323,685512.7069924161,72338416182.23999,59.934394,0.0,,,0.25,backfill
2025-06-25,61.202409,1214240000.0,0.0005679624939783,689642.778688224,74314413104.16,61.202409,0.0,,,0.25,backfill
2025-06-26,61.088217,1219800000.0,0.0005679586038508,692795.9049773121,74515407096.6,61.088217,0.0,,,0.25,backfill
2025-06-27,60.695402,1222480000.0,0.0005679547137501,694313.2784652319,74198915036.95999,60.695402,0.0,,,0.25,backfill
2025-06-30,61.043657,1225000000.0,0.0005679430436076,695730.2284193543,74778479825.0,61.043657,0.0,,,0.25,backfill
2025-07-01,59.976275,1226840000.0,0.0005679391536134,696770.4712191046,73581293221.00002,59.976275,0.0,,,0.25,backfill
2025-07-02,62.203365,1226840000.0,0.0005679352636458,696765.6988513042,76313576316.6,62.203365,0.0,,,0.25,backfill
2025-07-03,62.370063,1226840000.0,0.0005679313737049,696760.9265161912,76518088090.92,62.370063,0.0,,,0.25,backfill
2025-07-07,61.434142,1230440000.0,0.0005679158142077,698786.3344337543,75591025682.48,61.434142,0.0,,,0.25,backfill
2025-07-08,61.863098,1233120000.0,0.0005679119244,700303.5522161582,76284623405.76,61.863098,0.0,,,0.25,backfill
2025-07-09,62.788665,1234200000.0,0.0005679080346189,700912.0963267273,77493770343.0,62.788665,0.0,,,0.25,backfill
2025-07-10,64.438215,1236200000.0,0.0005679041448645,702043.103881555,79658521383.0,64.438215,0.0,,,0.25,backfill
2025-07-11,66.960973,1243160000.0,0.0005679002551367,705990.8811758318,83243203194.68,66.960973,0.0,,,0.25,backfill
2025-07-14,68.053159,1257400000.0,0.0005678885861132,714063.1081788624,85570042126.59999,68.053159,0.0,,,0.25,backfill
2025-07-15,66.297337,1263200000.0,0.000567884696492,717351.9486088086,83746796098.4,66.297337,0.0,,,0.25,backfill
2025-07-16,67.721398,1269480000.0,0.0005678808068975,720913.326740267,85970960333.04,67.721398,0.0,,,0.25,backfill
2025-07-17,67.936944,1280760000.0,0.0005678769173295,727314.0406390531,87010920397.44,67.936944,0.0,,,0.25,backfill
2025-07-18,66.768167,1288080000.0,0.0005678730277883,731465.8896335657,86002740549.36,66.768167,0.0,,,0.25,backfill
2025-07-21,66.505002,1295520000.0,0.0005678613593242,735675.7482318084,86158560191.04,66.505002,0.0,,,0.25,backfill
2025-07-22,67.887842,1295520000.0,0.0005678574698895,735670.7093913333,87950057067.84001,67.887842,0.0,,,0.25,backfill
2025-07-23,67.246319,1295520000.0,0.0005678535804814,735665.6705853703,87118951190.88,67.246319,0.0,,,0.25,backfill
2025-07-24,67.691925,1297640000.0,0.0005678496911,736864.4731590516,87839749557.0,67.691925,0.0,,,0.25,backfill
2025-07-25,66.305741,1298120000.0,0.0005678458017452,737131.9921615183,86072808506.91998,66.305741,0.0,,,0.25,backfill
2025-07-28,66.984204,1299520000.0,0.0005678341338406,737911.8136085958,87047312782.08,66.984204,0.0,,,0.25,backfill
2025-07-29,66.758711,1301720000.0,0.0005678302445923,739155.9859908124,86901149282.92,66.758711,0.0,,,0.25,backfill
2025-07-30,66.104936,1304080000.0,0.0005678263553707,740490.9935119305,86206124938.87999,66.104936,0.0,,,0.25,backfill
2025-07-31,66.51318,1304600000.0,0.0005678224661758,740781.1893729606,86773094628.0,66.51318,0.0,,,0.25,backfill
2025-08-01,64.441577,1304880000.0,0.0005678185770074,740935.1047655119,84088524995.76,64.441577,0.0,,,0.25,backfill
2025-08-04,65.224924,1304840000.0,0.0005678069096622,740897.1680037472,85108089832.16,65.224924,0.0,,,0.25,backfill
2025-08-05,64.512997,1300360000.0,0.0005678030206005,738348.3358680775,83890120778.92,64.512997,0.0,,,0.25,backfill
2025-08-06,65.509414,1299160000.0,0.0005677991315653,737661.9197644544,85107210292.24002,65.509414,0.0,,,0.25,backfill
2025-08-07,66.372429,1299800000.0,0.0005677952425568,738020.256275394,86270883214.2,66.372429,0.0,,,0.25,backfill
2025-08-08,66.172957,1302160000.0,0.0005677913535749,739355.1889711915,86167777687.12,66.172957,0.0,,,0.25,backfill
2025-08-11,67.769195,1307600000.0,0.0005677796867891,742428.7184455247,88614999382.0,67.769195,0.0,,,0.25,backfill
2025-08-12,67.953084,1309640000.0,0.0005677757979138,743581.8959798899,88994076929.76001,67.953084,0.0,,,0.25,backfill
2025-08-13,69.444038,1311280000.0,0.0005677719090651,744507.9489189554,91060578148.64,69.444038,0.0,,,0.25,backfill
2025-08-14,67.146128,1311280000.0,0.000567768020243,744502.8495843693,88047374723.84001,67.146128,0.0,,,0.25,backfill
2025-08-15,66.510552,1319080000.0,0.0005677641314476,748926.3105100017,87732738932.16,66.510552,0.0,,,0.25,backfill
2025-08-18,66.078678,1320800000.0,0.0005677524652212,749887.4560641955,87276717902.4,66.078678,0.0,,,0.25,backfill
2025-08-19,64.235518,1319760000.0,0.0005677485765323,749291.8613643288,84775467235.68001,64.235518,0.0,,,0.25,backfill
2025-08-20,64.706956,1319760000.0,0.0005677446878701,749286.7292634433,85397652250.56001,64.706956,0.0,,,0.25,backfill
2025-08-21,63.74278,1316360000.0,0.0005677407992344,747351.2784803117,83908445880.8,63.74278,0.0,,,0.25,backfill
2025-08-22,66.271017,1314360000.0,0.0005677369106255,746210.6858497481,87103973904.12001,66.271017,0.0,,,0.25,backfill
2025-08-25,63.382681,1311360000.0,0.0005677252449583,744492.1772286284,83117512556.15999,63.382681,0.0,,,0.25,backfill
2025-08-26,62.972605,1312360000.0,0.0005677213564559,745054.7993585228,82642727897.8,62.972605,0.0,,,0.25,backfill
2025-08-27,63.584326,1313080000.0,0.0005677174679801,745458.452855357,83491306784.08,63.584326,0.0,,,0.25,backfill
2025-08-28,63.719077,1313880000.0,0.0005677135795309,745907.5178741392,83719220888.76,63.719077,0.0,,,0.25,backfill
2025-08-29,61.56523,1314880000.0,0.0005677096911084,746470.1186446383,80950889622.4,61.56523,0.0,,,0.25,backfill
2025-09-02,62.813348,1315280000.0,0.0005676941376845,746676.7454137728,82617140357.43999,62.813348,0.0,,,0.25,backfill
2025-09-03,63.562482,1316440000.0,0.0005676902493951,747330.1519138161,83676193804.08,63.562482,0.0,,,0.25,backfill
2025-09-04,62.418441,1321000000.0,0.0005676863611324,749913.683055969,82454760561.0,62.418441,0.0,,,0.25,backfill
2025-09-05,63.205528,1323160000.0,0.0005676824728963,751134.7408375163,83631026428.48,63.205528,0.0,,,0.25,backfill
2025-09-08,63.691876,1322160000.0,0.0005676708083477,750551.6359650978,84210850772.16,63.691876,0.0,,,0.25,backfill
2025-09-09,63.173677,1322560000.0,0.0005676669202181,750773.5620037657,83550978253.12001,63.173677,0.0,,,0.25,backfill
2025-09-10,64.378594,1325240000.0,0.0005676630321152,752289.7566803843,85317087912.56001,64.378594,0.0,,,0.25,backfill
2025-09-11,64.929001,1328520000.0,0.0005676591440388,754146.5260385576,86259476408.52,64.929001,0.0,,,0.25,backfill
2025-09-12,66.177707,1334160000.0,0.0005676552559892,757342.936330551,88291649571.12,66.177707,0.0,,,0.25,backfill
2025-09-15,65.45613,1338160000.0,0.0005676435919998,759597.9490705669,87590774920.8,65.45613,0.0,,,0.25,backfill
2025-09-16,66.19646,1342160000.0,0.0005676397040567,761863.3051967499,88846240753.6,66.19646,0.0,,,0.25,backfill
2025-09-17,65.668863,1345320000.0,0.0005676358161401,763651.8161696778,88345634771.16,65.668863,0.0,,,0.25,backfill
2025-09-18,66.726983,1347600000.0,0.0005676319282502,764940.7865100218,89921282290.8,66.726983,0.0,,,0.25,backfill
2025-09-19,65.45621,1347600000.0,0.0005676280403869,764935.5472254518,88208788596.0,65.45621,0.0,,,0.25,backfill
2025-09-22,63.821788,1351360000.0,0.0005676163769568,767054.0671644101,86246211431.68,63.821788,0.0,,,0.25,backfill
2025-09-23,63.445519,1351360000.0,0.0005676124892,767048.8134054142,85737736555.84,63.445519,0.0,,,0.25,backfill
2025-09-24,64.448578,1351400000.0,0.0005676086014699,767066.2640264615,87095808309.2,64.448578,0.0,,,0.25,backfill
2025-09-25,62.263912,1353400000.0,0.0005676047137664,768196.2196114588,84267978500.8,62.263912,0.0,,,0.25,backfill
2025-09-26,62.090641,1354680000.0,0.0005676008260895,768917.4870869492,84112949549.88,62.090641,0.0,,,0.25,backfill
2025-09-29,64.779793,1354080000.0,0.0005675891632186,768561.1341310574,87717022105.44,64.779793,0.0,,,0.25,backfill
2025-09-30,64.749604,1353360000.0,0.0005675852756482,768147.2086512889,87629524069.44,64.749604,0.0,,,0.25,backfill
2025-10-01,66.690741,1356440000.0,0.0005675813881044,769890.0980804357,90461988722.04,66.690741,0.0,,,0.25,backfill
2025-10-02,68.610048,1362520000.0,0.0005675775005873,773335.6961002747,93482562600.96,68.610048,0.0,,,0.25,backfill
2025-10-03,69.678689,1369320000.0,0.0005675736130968,777189.8998857763,95412422421.48004,69.678689,0.0,,,0.25,backfill
2025-10-06,71.319521,1380680000.0,0.0005675619507851,783621.4342099779,98469436254.27998,71.319521,0.0,,,0.25,backfill
2025-10-07,68.973965,1394280000.0,0.0005675580634011,791334.8566388976,96169019920.2,68.973965,0.0,,,0.25,backfill
2025-10-08,70.09935,1407320000.0,0.0005675541760437,798730.3430298739,98652217242.0,70.09935,0.0,,,0.25,backfill
2025-10-09,68.674224,1413400000.0,0.0005675502887129,802175.5780669454,97064148201.6,68.674224,0.0,,,0.25,backfill
2025-10-10,66.261657,1417120000.0,0.0005675464014088,804281.3563645444,93900719367.84,66.261657,0.0,,,0.25,backfill
2025-10-13,65.606381,1418240000.0,0.0005675347396562,804900.4691701045,93045593789.44,65.606381,0.0,,,0.25,backfill
2025-10-14,64.142429,1419160000.0,0.0005675308524586,805417.0845752147,91028369539.64,64.142429,0.0,,,0.25,backfill
2025-10-15,63.20268,1418680000.0,0.0005675269652876,805139.1551142872,89664378062.40001,63.20268,0.0,,,0.25,backfill
2025-10-16,61.370632,1418520000.0,0.0005675230781432,805042.8368078083,87055468904.64,61.370632,0.0,,,0.25,backfill
2025-10-17,60.497738,1418040000.0,0.0005675191910255,804764.9136418498,85788212393.52,60.497738,0.0,,,0.25,backfill
2025-10-20,62.906541,1413600000.0,0.000567507529832,802228.6441705684,88924686357.59999,62.906541,0.0,,,0.25,backfill
2025-10-21,63.524121,1412000000.0,0.0005675036428207,801315.1436629492,89696058852.0,63.524121,0.0,,,0.25,backfill
2025-10-22,61.356244,1415320000.0,0.0005674997558361,803193.7544300292,86838719258.07999,61.356244,0.0,,,0.25,backfill
2025-10-23,62.663938,1416520000.0,0.0005674958688781,803869.2481832778,88764721455.76,62.663938,0.0,,,0.25,backfill
2025-10-24,62.848383,1418240000.0,0.0005674919819467,804839.8284761832,89134090705.92,62.848383,0.0,,,0.25,backfill
2025-10-27,65.265631,1418760000.0,0.0005674803213123,805118.3806651139,92596266637.56,65.265631,0.0,,,0.25,backfill
2025-10-28,64.783264,1419760000.0,0.0005674764344874,805680.3426279152,91976686896.64,64.783264,0.0,,,0.25,backfill
2025-10-29,62.913527,1420680000.0,0.0005674725476891,806196.8990510749,89379989538.36,62.913527,0.0,,,0.25,backfill
2025-10-30,60.599284,1419280000.0,0.0005674686609175,805396.9210670423,86007351795.51999,60.599284,0.0,,,0.25,backfill
2025-10-31,62.219461,1414480000.0,0.0005674647741725,802667.5737715301,88008183195.28,62.219461,0.0,,,0.25,backfill
2025-11-03,60.555774,1412080000.0,0.0005674531140971,801289.1933543043,85509597349.92,60.555774,0.0,,,0.25,backfill
2025-11-04,56.977635,1409000000.0,0.0005674492274586,799535.9614891764,80281487715.00002,56.977635,0.0,,,0.25,backfill
2025-11-05,59.039038,1409000000.0,0.0005674453408466,799530.4852529761,83186004542.0,59.039038,0.0,,,0.25,backfill
2025-11-06,57.369405,1402640000.0,0.0005674414542613,795916.0814051817,80468622229.2,57.369405,0.0,,,0.25,backfill
2025-11-07,58.671778,1404600000.0,0.0005674375677026,797022.8075952078,82410379378.79999,58.671778,0.0,,,0.25,backfill
2025-11-10,60.174558,1402360000.0,0.0005674259081863,795735.3966042348,84386393156.87999,60.174558,0.0,,,0.25,backfill
2025-11-11,58.390261,1402360000.0,0.0005674220217341,795729.9463991227,81884166415.96,58.390261,0.0,,,0.25,backfill
2025-11-12,57.631928,1406200000.0,0.0005674181353085,797903.3818709252,81042017153.6,57.631928,0.0,,,0.25,backfill
2025-11-13,55.790855,1405560000.0,0.0005674142489096,797534.7716973983,78417394153.8,55.790855,0.0,,,0.25,backfill
2025-11-14,53.849329,1400960000.0,0.0005674103625372,794919.2215002121,75440755955.84,53.849329,0.0,,,0.25,backfill
2025-11-17,51.989128,1392360000.0,0.0005673987035799,790023.2589165688,72387582262.08,51.989128,0.0,,,0.25,backfill
2025-11-18,52.73714,1389560000.0,0.000567394817314,788429.14234694,73281420258.40001,52.73714,0.0,,,0.25,backfill
2025-11-19,50.50653,1379640000.0,0.0005673909310748,782795.22414806,69680829049.2,50.50653,0.0,,,0.25,backfill
2025-11-20,49.102386,1380840000.0,0.0005673870448621,783470.7270274935,67802538684.24001,49.102386,0.0,,,0.25,backfill
2025-11-21,47.659255,1373600000.0,0.0005673831586761,779357.5067575766,65464752668.00001,47.659255,0.0,,,0.25,backfill
2025-11-24,50.381019,1371040000.0,0.0005673715002778,777889.0217408913,69074392289.76001,50.381019,0.0,,,0.25,backfill
2025-11-25,49.409921,1368080000.0,0.0005673676141982,776204.285632359,67596724721.68,49.409921,0.0,,,0.25,backfill
2025-11-26,50.982199,1369760000.0,0.0005673637281453,777152.1402643473,69833376902.24,50.982199,0.0,,,0.25,backfill
2025-11-28,51.688522,1370600000.0,0.0005673559561193,777618.0734571329,70844288253.2,51.688522,0.0,,,0.25,backfill
2025-12-01,48.471307,1368400000.0,0.0005673442982799,776353.9377662335,66328136498.80001,48.471307,0.0,,,0.25,backfill
2025-12-02,51.785332,1367040000.0,0.0005673404123866,775577.0373490842,70792620257.28,51.785332,0.0,,,0.25,backfill
2025-12-03,52.803604,1369360000.0,0.00056733652652,776887.9459555065,72307143173.44,52.803604,0.0,,,0.25,backfill
2025-12-04,52.295243,1370160000.0,0.00056733264068,777336.4909541818,71652850148.88,52.295243,0.0,,,0.25,backfill
2025-12-05,50.769517,1368000000.0,0.0005673287548666,776105.7366575961,69452699256.0,50.769517,0.0,,,0.25,backfill
2025-12-08,51.35477,1367360000.0,0.0005673170975861,775726.7065554452,70220458307.2,51.35477,0.0,,,0.25,backfill
2025-12-09,52.905253,1367920000.0,0.0005673132118792,776039.088793869,72370153683.76,52.905253,0.0,,,0.25,backfill
2025-12-10,53.00717,1365360000.0,0.0005673093261989,774581.4616189812,72373869631.2,53.00717,0.0,,,0.25,backfill
2025-12-11,51.827697,1369000000.0,0.0005673054405452,776641.1481064268,70952117193.0,51.827697,0.0,,,0.25,backfill
2025-12-12,51.127811,1370480000.0,0.0005673015549181,777475.4349842215,70069642419.28,51.127811,0.0,,,0.25,backfill
2025-12-15,48.700003,1371480000.0,0.0005672898981965,778026.7495786219,66791080114.44,48.700003,0.0,,,0.25,backfill
2025-12-16,49.687643,1371480000.0,0.0005672860126759,778021.4206647817,68145608621.64,49.687643,0.0,,,0.25,backfill
2025-12-17,48.760495,1367240000.0,0.0005672821271819,775610.8155681894,66667299183.8,48.760495,0.0,,,0.25,backfill
2025-12-18,48.18082,1369520000.0,0.0005672782417144,776898.8975928384,65984596606.4,48.18082,0.0,,,0.25,backfill
2025-12-19,49.879959,1370200000.0,0.0005672743562737,777279.3229662251,68345519821.8,49.879959,0.0,,,0.25,backfill
2025-12-22,49.98423,1366720000.0,0.0005672627001109,775289.2774956863,68314446825.59999,49.98423,0.0,,,0.25,backfill
2025-12-23,49.791445,1366840000.0,0.0005672588147766,775352.0383892996,68056938683.8,49.791445,0.0,,,0.25,backfill
2025-12-24,49.659431,1363680000.0,0.0005672549294689,773554.202218152,67719572866.08,49.659431,0.0,,,0.25,backfill
2025-12-26,49.642706,1361840000.0,0.0005672471589332,772499.8709216763,67605422739.04,49.642706,0.0,,,0.25,backfill
2025-12-29,49.46963,1357960000.0,0.0005672355033293,770283.1241011792,67177778754.8,49.46963,0.0,,,0.25,backfill
2025-12-30,49.911866,1357800000.0,0.0005672316181813,770187.0911665974,67770331654.8,49.911866,0.0,,,0.25,backfill
2025-12-31,49.524144,1360680000.0,0.0005672277330598,771815.4318198925,67386512257.92,49.524144,0.0,,,0.25,backfill
2026-01-02,50.951671,1358680000.0,0.0005672199628967,770670.4191885884,69227016354.28,50.951671,0.0,,,0.25,backfill
2026-01-05,53.515595,1364320000.0,0.0005672083078517,773853.6385682519,73012396570.4,53.515595,0.0,,,0.25,backfill
2026-01-06,52.444544,1371280000.0,0.0005672044228899,777796.0810204819,71916154296.31999,52.444544,0.0,,,0.25,backfill
